,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL,label
3251,3d770501-4359-5a2e-a7e7-4cbc6e4fdccf,11,3,0,3,0,0,0,0,0,0,0,14,0,0,1,0,0,7,1
7331,dc9806b9-1ce5-558a-b0c6-3d41aae1f303,7,2,0,12,4,0,1,0,0,0,0,5,0,0,1,0,0,4,1
7797,6e6edb25-8316-5f46-b5c0-cedf751c4505,8,1,0,6,3,0,0,0,0,0,0,1,1,0,0,0,0,4,1
9768,66780e8e-88b6-5e9d-b774-8dbd44982532,4,0,2,4,8,0,0,2,0,0,0,4,0,0,0,1,0,7,1
2158,a44b868e-4b8e-562b-b4ae-781d346a85a1,0,0,1,5,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1
17691,fc81db5b-2f5e-5610-9048-2a322090583f,3,1,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,4,0
3844,3d8e4e53-0f4e-5ef0-9260-eed3648cf0c5,9,1,2,7,18,1,0,0,0,0,0,4,5,2,0,1,0,6,1
16516,316d988f-728a-5479-89e3-eab4f874e973,1,2,0,3,3,0,4,0,0,0,0,9,2,0,1,1,0,7,0
11567,63debc3a-46e2-51f8-ab4f-5b98fc76c60d,76,19,6,28,9,3,2,4,0,1,0,50,0,0,0,1,0,13,0
3674,bf5be251-5967-540d-89ca-361e9d6ec6f1,3,0,0,9,3,0,0,0,0,1,0,7,1,0,0,0,0,5,1
15177,e314c75b-ea59-5de6-8f20-e6b165cb11ad,11,0,4,9,3,2,0,0,0,0,0,11,2,0,0,0,0,2,0
16967,1864e005-b2fb-5747-bd45-1098a1fc5e3a,7,0,0,8,7,0,0,0,0,0,0,6,0,0,0,0,0,3,0
189,c8277aea-be8e-582d-9760-313a6a925621,0,0,0,3,1,0,1,1,0,0,0,4,0,0,0,0,0,2,1
15760,eab845db-e63c-5bcb-9650-6efbd01db396,6,6,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6268,5a0e5d57-1314-5869-aacb-55e429004cad,11,8,0,14,8,0,0,0,0,0,0,2,1,0,0,1,0,5,1
14648,c6c7033b-1110-5896-a92c-7164bc8eaccd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,4f69abd6-d510-5629-a665-02a29d1608c7,3,0,1,6,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0
9674,f81e1497-c15e-5669-8dc0-a320a0d0d952,22,2,1,45,8,2,3,0,0,0,0,42,1,0,0,1,0,88,1
7026,14fabed1-9b10-51f5-93c5-4fd6eb3f8e81,1,4,0,5,10,0,0,0,0,0,0,3,0,2,0,0,0,4,1
19667,ed3488f6-1cfc-5e55-8c9a-f1fdb503ef75,8,1,0,10,9,3,0,0,0,0,0,3,1,0,0,0,0,2,0
11317,9552064e-3579-5d60-a272-6b1b81341aa7,1,3,1,3,9,0,1,0,0,0,0,7,0,22,0,6,0,8,0
9706,e308977a-31d0-5f1b-8b49-68ca0e8dd851,4,2,0,7,0,0,1,0,0,0,1,10,2,0,0,6,0,48,1
15918,64507f74-aaa6-54a9-820f-feba8775f1d1,3,7,0,4,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0
13506,584b356e-7dca-59f3-ab24-63545212a082,3,1,0,6,2,0,0,1,0,0,0,3,0,0,0,0,0,3,0
8248,a9b27b80-3264-5609-93c0-af2597d843d2,12,1,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,2,1
15536,46b3e32f-52fe-5a25-9753-ac38964123ff,11,0,0,7,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1736,68bcebe7-cfc8-51ce-b20e-b7756073765c,3,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,9,1
6214,0b127e42-f504-5613-a260-027dfba66368,9,4,0,6,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1
14051,28ab6e10-7e89-5380-987d-3522de461169,5,10,0,1,17,0,0,0,0,0,0,3,0,0,0,0,0,1,0
5319,2703ab23-4fac-5f6e-91a1-837a63beb579,2,0,0,2,4,2,0,0,0,0,0,15,0,0,4,0,0,33,1
17973,33cd3c9c-145c-5cb6-933b-35b71a466738,3,1,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0
10117,30f3ade9-36d9-5da9-83d4-d8c912e8703a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9521,40a64ae6-148a-5b3a-b21c-927baa12c94e,22,1,4,9,3,2,0,1,0,1,0,7,1,0,0,1,0,3,1
13791,cbbac390-d376-562a-b4ed-d9fb07c278e3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
13408,2d4367a9-4f43-5058-9715-2a7df04ac14c,6,5,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
4796,53f0e415-299a-51e7-83ec-165a3d98aaaa,2,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,5,1
8279,ba883d65-a9f5-5db6-b2bc-5b6c923f46b8,2,0,0,2,2,0,0,0,0,0,0,9,0,0,0,0,0,5,1
14494,7ebd4040-47a6-54a5-8916-739eaa1462e3,19,13,1,25,6,1,1,0,0,0,0,12,4,0,0,4,0,27,0
6446,4ef7d9b7-2458-5e65-b06d-0a39aea0ce0e,3,1,0,3,3,1,0,0,0,1,0,8,1,0,0,0,0,6,1
13586,f4230e92-7cca-5e1c-85cb-cf27e31d701e,3,0,0,5,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0
4708,8396f85e-643b-5a2f-9dd9-a0acba867e64,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1
1036,f76cb0b9-4a53-5a93-9439-e19e6af4fb5e,4,2,2,27,11,0,3,2,0,0,0,82,1,0,1,0,0,53,1
8907,580b68a2-7228-57fe-8a02-a7788be7972d,6,8,0,6,10,0,0,0,0,0,0,5,0,1,1,0,0,0,1
5959,02b1f1ff-6f08-5264-a2bb-3e435ad251a7,7,0,0,8,1,0,0,0,0,0,0,8,0,0,0,0,0,4,1
1837,fd527123-01fb-5e76-ad43-4d2fe6ea597b,6,1,2,5,3,0,0,0,0,1,0,2,0,0,0,0,0,5,1
3898,e97655ca-ff04-5833-bfec-a17598629e54,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1
11109,0e92b6b5-d086-5406-a18e-5368d7949918,16,4,0,3,11,2,0,1,0,0,0,8,0,0,0,0,0,5,0
8739,57efa7e0-f0e1-5865-8ff7-ad5c3537dc58,6,3,0,3,4,0,0,0,1,0,0,2,0,0,0,1,0,5,1
3796,95f2b131-eed4-5d77-bfce-efba4d0361c3,3,1,0,7,9,0,1,0,0,0,0,8,0,0,0,2,0,10,1
1202,a8cafa8b-c443-5e90-bd76-92c9ee4cabce,16,2,0,9,3,0,0,0,0,3,0,11,0,0,0,0,0,8,1
7799,007122df-9f2a-5076-8b6d-36cf42f13e34,0,0,0,2,2,0,0,0,0,0,0,4,0,0,3,0,0,5,1
536,a5ce076a-6126-5eee-bc3b-22ab93557288,1,0,0,3,2,0,0,0,0,0,0,6,1,0,1,1,0,4,1
18010,78908d8d-ba3a-5e98-9926-f4be70dc57e4,16,2,0,3,5,1,0,0,0,0,0,9,1,0,0,0,0,7,0
1886,72d2f717-11e6-5e20-a45b-fb312a03f9a5,10,1,0,8,18,3,1,0,0,0,0,42,0,0,1,1,0,31,1
9047,cad59f45-3f9e-5c91-aef5-d4f0053ab87e,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1
8425,b5cc4493-c728-5a58-b73f-e7cc4bd17e13,25,0,0,6,2,0,0,0,0,1,0,40,4,0,4,5,0,86,1
17508,2212f67a-ae2f-5a0c-b9b3-2403fbebf399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,73ba64eb-2e6e-54c0-ab55-d5c348994c24,3,6,0,10,2,1,0,0,0,0,0,4,0,1,0,0,0,0,1
3227,09ba196a-5e43-50f2-85e5-7045d9bf92f0,7,2,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
6865,0ee9ace1-6b36-5638-b000-84608af08b7e,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,7,1
18006,a0d89087-ae42-5108-9915-1fccd575eaac,2,0,1,0,2,0,0,0,0,0,0,10,7,0,0,0,0,22,0
801,478cf6a6-4785-587a-b50f-4483db901aae,6,3,2,12,11,0,1,1,1,0,0,7,0,0,1,1,0,10,1
5497,dae88aa4-8f79-5735-84f8-8a8b69789c62,4,2,2,10,15,3,1,0,0,0,0,7,0,0,0,6,0,6,1
10729,0a94c282-74b3-53e2-b3c8-4e9b0a2757bd,5,3,0,2,9,0,0,0,0,0,0,2,0,0,0,1,0,12,0
11641,b731bf9d-a2dc-5cfb-a24e-5ddbaac57cc4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
16679,fa5bd6ad-87f9-5601-8724-372219e02c07,4,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
3703,ed342be0-94e3-5dd1-a941-52ecbf1622e1,0,1,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,12,1
13713,0a464217-13cb-5680-b32a-ba9dda3f48df,4,1,0,7,3,1,0,0,0,0,0,8,0,0,0,1,0,7,0
19080,cbf691c2-02a2-519c-b4ec-fb00e32d2db2,20,2,3,8,8,0,0,1,0,0,0,9,4,0,0,3,0,4,0
6391,0d5e110f-1be0-5d48-8ab3-74af444ed19a,1,0,0,4,4,0,1,0,0,0,0,3,0,0,0,0,0,2,1
5217,f8aa2410-4f3f-53ce-9f38-1f4fe92149db,2,0,1,3,14,0,0,0,0,0,0,3,0,0,0,0,0,4,1
11458,796a2a07-3b10-5fea-8e76-c6c9ce87a249,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0
4017,adc0c687-a34e-51bf-b058-262fb38b5334,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1
16864,19b3a84c-ca4f-594a-9471-652a64fac328,3,0,0,14,3,0,1,0,0,0,0,3,0,0,0,0,0,4,0
16019,3c0ca8b0-a56f-5fa5-a959-cb4c39cd768e,6,0,0,4,2,0,0,0,0,0,0,3,5,0,0,10,0,10,0
7160,c61e28e2-a929-5a24-8ba3-450c4fb8d813,10,3,0,16,15,0,1,0,0,2,0,13,0,0,0,0,0,2,1
12614,07f524f3-b650-5a90-8612-772048c46eeb,1,0,1,2,14,1,0,0,0,0,0,12,3,0,0,2,0,5,0
18481,eb97f41b-aaab-56af-9664-72a34207f902,2,0,0,3,1,0,0,0,0,0,0,3,2,0,0,1,0,5,0
693,7a922d40-db9a-5241-821b-0bf14a256ab1,10,1,0,19,18,1,1,1,0,0,0,1,0,0,0,1,0,11,1
18612,8e62d5d7-9f07-559d-93b2-b6a41fcfa559,2,2,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,8,0
13522,99f62e41-8e41-5646-a62c-906ddf4816a7,10,0,0,6,3,0,0,0,0,0,0,7,0,0,0,1,0,8,0
5363,efc4eb84-a875-55c6-90f2-265cc2a6be0c,15,4,1,10,8,1,2,0,0,0,0,14,0,1,0,2,0,34,1
6659,0c5c0a61-a67a-5233-b0de-2855aa25799b,36,2,1,17,43,0,0,0,0,0,0,19,1,0,0,1,0,9,1
10841,d6a09483-c731-5939-b7ad-73b513738bb7,4,2,0,4,9,0,1,0,0,0,0,5,0,0,0,0,0,4,0
15031,b1180370-a2b5-5c64-91eb-a15ebf816e5c,5,0,1,1,4,3,0,0,0,0,0,4,2,0,0,1,0,9,0
1170,134617e9-dfb5-58de-af48-628fa008aff4,3,6,0,11,33,9,0,0,0,0,0,4,1,1,0,0,0,10,1
2358,c66ec04b-2c67-510b-b5ee-78a7f793bd6c,7,1,0,3,5,0,0,0,0,0,0,5,0,1,0,0,0,2,1
3562,b52b0b78-6bb5-5139-aa9e-ef3b851d3a5a,6,1,0,5,3,0,0,0,0,0,0,8,1,0,1,0,0,2,1
7229,cfb1104b-b949-5c17-ad7a-006fcec2dc0a,4,1,0,8,1,0,0,0,0,0,0,5,0,0,0,0,0,5,1
10015,321fcbde-b2ff-510c-bec8-b79efeb61715,5,3,0,5,7,1,0,0,0,0,0,4,0,0,1,0,0,1,0
1832,6741cdb1-17df-503f-affd-d719195f3ead,6,1,0,9,9,1,0,0,0,0,0,23,0,0,0,0,0,11,1
4890,f521bc46-7907-519d-8725-31fb5a0725bc,12,0,0,4,0,0,0,0,0,0,0,6,1,0,0,1,0,4,1
957,621d61e0-50dc-5a04-bdcb-434efd6f5346,3,3,0,4,10,0,0,0,0,0,0,12,0,0,0,0,0,5,1
12129,783e7afe-fbbc-5030-a9aa-a3c2fb911644,2,0,0,1,2,0,0,0,0,0,0,3,1,0,0,1,0,4,0
12628,d2bb0cc1-40e4-5207-9d33-ade10e945d58,8,2,0,4,4,1,0,0,0,0,0,2,0,0,0,0,0,2,0
3093,c1f88318-f5f7-58df-87cd-5e6ce8177b61,4,0,0,8,1,0,0,0,0,0,0,7,3,0,0,0,0,9,1
3439,dabe7609-700e-572c-a207-b1992ba1af09,7,0,0,8,5,0,0,0,0,0,0,8,0,0,0,1,0,5,1
1177,b1bd2336-08a0-521d-8571-197004181d4e,1,0,0,4,0,0,0,0,0,0,0,7,1,6,0,0,0,7,1
7305,9b2c32f2-bbc6-52df-81b5-c4b265d0759d,6,0,0,11,4,0,0,0,0,0,0,2,0,1,0,1,0,6,1
4525,43d6f493-0fa8-5eea-b2a9-b48f95c95ed4,35,13,0,27,10,0,0,0,0,0,0,19,0,5,0,1,0,22,1
11299,e308a647-9caf-5336-9eaa-47cfde06b4a8,3,3,0,16,4,1,1,0,0,2,0,83,2,0,3,1,0,54,0
4888,cc9bf5f5-8b76-567e-902c-8625e263f67c,0,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,1,1
13168,c0e141c2-0e9f-51f7-ac2c-2e01da823d6d,5,0,1,10,3,2,2,0,0,0,0,108,1,0,1,7,0,121,0
6171,d8290cdb-8c1a-5a6b-b677-4c4be26da39c,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,13,1
18475,cc2fc724-1e2d-571c-942f-72ebab9de5c8,4,0,0,14,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0
10331,1410e608-cad5-5f3e-9fb6-2324e2acab9e,14,19,0,19,13,1,0,0,0,0,0,11,0,0,0,0,0,2,0
16213,8ba9c57b-f03f-5139-a2da-473ce7911d78,3,0,0,4,6,2,0,0,0,0,0,3,1,0,0,1,0,3,0
5018,c7518291-6322-5b3c-a95d-23f598ac34f8,22,11,0,17,5,1,0,1,0,0,0,8,1,0,0,1,0,3,1
16184,10c3f32a-4df8-5eac-973e-d241757cbf0d,12,2,2,2,1,0,0,0,0,0,0,12,0,0,0,1,0,6,0
7962,1fead5e9-a2e8-557d-85f9-71628f0f6861,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,4,1
11579,ad03b1d0-7f78-5bab-88d8-20d2b4bbc265,2,0,0,19,1,1,0,0,0,0,0,3,0,0,0,0,0,5,0
13737,01f3bcac-e7da-5d54-a907-04588cdb2596,11,1,0,29,11,0,1,0,0,0,0,17,0,0,2,2,0,13,0
1573,bd06d9c7-285f-5a2e-bcb2-bdfbb4a3108e,5,1,0,3,4,0,0,0,0,0,0,2,0,0,1,0,0,5,1
9335,f35b07f3-1006-58a7-b140-8d6df5250a64,6,1,0,5,35,1,0,1,0,0,0,13,0,0,0,1,0,29,1
13750,c652cd22-cdc1-5122-9a57-77b6a251123f,10,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0
16021,dc9915fd-7ba6-567c-97db-6855259f28be,9,16,3,7,19,4,2,0,0,0,1,14,1,0,2,2,0,23,0
10322,9c3fe3c6-a1e9-5bb5-8845-89fb1bee4c77,4,3,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0
8994,32a58940-9733-5ad0-8c9f-c6cb222ab50e,1,1,1,1,1,0,0,0,0,0,0,9,6,1,0,2,0,2,1
13758,d68f23a4-e27f-543d-bfda-df5d7ec687e4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0
15829,b54bab57-caff-5b64-b8c2-90cb60002346,6,1,0,3,7,3,0,0,0,1,0,10,1,0,0,0,0,6,0
5361,c50300a1-d3ab-5ac0-9fea-c341f001e5ec,4,3,0,7,1,0,0,0,0,0,0,10,0,0,0,0,0,11,1
447,e96d3b1b-b709-58bb-a66c-cfa5bd5a837b,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,1
13600,66f120af-d7e8-57e4-8e59-13de04497d55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3125,be782c5c-fcb3-5986-aff5-7c57f64a2851,15,0,2,3,9,2,0,1,0,0,0,14,6,0,0,2,0,10,1
277,639c457e-982b-5e4e-a21a-893858475648,7,1,2,9,11,1,0,1,0,0,0,4,1,0,0,1,0,17,1
9840,0d3b188b-e335-589b-aaf6-ed0244cfe098,3,0,0,2,0,0,0,1,0,1,0,7,1,0,0,2,0,30,1
14041,7d661be4-5e9e-5819-bb4d-02e2afcbfaac,10,0,0,1,9,0,0,1,0,0,0,4,2,0,0,2,0,3,0
2784,29e4000c-da18-5650-ae44-234d547acdff,1,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,7,1
509,bbb2098c-22cb-5c7b-8e79-baf1fdd0d18e,8,0,0,7,1,0,0,0,0,0,0,6,2,0,0,0,0,3,1
3498,b4dc5d5d-50b7-5821-88cc-6514f05abd1f,6,7,0,7,6,1,1,0,0,1,0,5,5,0,0,3,0,8,1
2436,04c5d468-2071-55e7-a312-165c52040f45,11,0,0,8,2,0,0,0,0,0,0,7,0,0,0,0,0,3,1
19406,6fcbd8f7-cb03-53a2-88e5-434dc0ca567d,1,18,2,13,25,9,0,1,0,0,0,0,0,0,1,1,0,4,0
14498,54ca095c-9c56-53f2-9187-194087be7453,0,0,0,4,6,0,0,0,0,0,0,3,0,0,0,0,0,2,0
5061,d73d4004-5ddc-559b-b4f3-b3280b098252,14,1,0,10,4,0,2,0,0,0,0,9,1,0,2,0,0,16,1
8301,03d894d3-194a-5842-8f12-613ee6c6d059,15,3,7,8,3,1,0,0,0,0,1,5,1,0,0,4,0,14,1
18253,b57b7e45-94ee-5936-b90b-1a6fcda08f8a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,fece20b1-f9d1-56dc-be87-9b3c3bc10b89,2,1,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,8,1
18825,f997630d-d909-51af-a3b7-9208a3b929f0,6,1,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,1,0
19004,c2478497-5e5e-55f4-b419-01e1cf1bf1b8,49,1,0,10,6,0,2,0,0,0,0,31,3,1,0,1,0,25,0
8173,992f5a03-f856-5063-bdaa-ccb8bb915efa,2,0,2,14,6,2,2,0,0,0,0,7,0,0,0,5,0,16,1
19258,624bc1df-253a-5bc3-bf3e-631ab7503455,0,0,0,7,3,0,3,0,0,0,0,8,4,0,0,0,0,1,0
3291,a9eaa1c1-5547-5ca3-bb45-25595460caaf,7,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,9,1
16156,66fedb76-e3a5-5bfa-b212-bf94714f6116,1,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0
7558,cdc1a70a-ba22-5a2a-b4fb-1f4168e40366,34,6,5,13,13,3,0,0,0,0,0,33,7,0,0,2,0,28,1
7604,2c2c1f25-c46d-5871-87eb-362b8fff1b10,1,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8717,040826ff-6270-5963-8b7e-ce372a8dcd32,6,4,0,55,7,0,1,0,0,0,0,22,12,0,4,1,0,26,1
12309,3c8c0902-8308-59dc-bf95-c5ec9f5abf7d,5,0,0,13,3,0,1,0,0,0,0,5,0,0,0,3,0,14,0
7769,2155da31-6360-5293-842e-7e8dbe949cc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19942,685d3b42-cd09-52ce-b92f-f325d04ebe6b,5,1,0,13,1,0,0,7,1,0,0,5,0,0,1,0,0,7,0
2240,61725b57-f511-592c-bc77-6e07bb7ee691,6,0,0,8,2,0,1,0,0,0,0,12,2,0,0,1,0,2,1
13892,8229af5e-67d3-5872-85ef-56a2f3b93239,11,7,0,5,5,0,0,0,0,0,0,11,0,0,0,0,0,6,0
7568,2e5572ff-66e9-5866-bf1a-4905d0f436ae,5,0,0,6,3,0,0,0,0,0,0,6,0,0,4,0,0,7,1
19924,7ae3427b-3f13-5813-8f63-cb586824550f,10,7,0,9,4,1,0,0,0,0,0,15,0,0,0,0,0,7,0
17496,b9488095-687b-5542-8528-33671064dacb,0,1,0,2,2,0,0,0,0,0,0,4,1,0,1,0,0,2,0
19308,c048488b-8cf2-52fd-8bb6-c7d73196fe9e,2,0,0,4,0,1,1,0,0,0,0,2,0,0,0,0,0,3,0
7472,41d9f9c5-b149-5740-a1d3-ad568b69cde7,9,1,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1
9604,be9ae79c-85a4-526d-9fe3-21a90d9978e6,22,1,0,11,3,0,0,0,0,0,0,8,1,0,0,0,0,0,1
17520,dafb32d2-d7ab-5b01-a75a-9d17ce458322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0
13545,6a65bab3-b370-5214-9af4-c0deafe5676d,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0
11191,93982193-4f92-51c9-a843-b94714ade712,1,1,5,4,1,2,0,0,0,0,0,3,0,0,0,2,0,1,0
10723,76e0b5e4-8f42-5a08-afc3-0b4bece7c1e3,1,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0
7469,d3245758-4e0e-52bf-8c3f-02e35d4b945b,4,1,0,6,1,1,1,0,0,0,1,0,0,0,0,2,0,3,1
5731,7307ef1c-533d-5efa-9776-fd312212b8e3,5,0,2,4,3,1,1,0,0,0,0,10,2,0,0,0,0,13,1
3060,ab83b37e-d598-5b23-88a3-da6179407e76,7,2,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
1790,427d515e-3445-56de-af4f-3a27e7b8e856,4,7,0,1,5,0,0,0,0,0,0,7,0,0,0,0,0,3,1
6635,3328055f-0c21-57d0-9dd8-43c73929bfd0,1,0,1,4,4,0,1,0,0,0,0,7,0,0,0,1,0,15,1
18310,56f12328-58a6-5fd0-a217-d4ef7a435cd2,3,0,0,2,1,1,0,0,0,0,0,5,0,0,0,2,0,2,0
13417,2368ff6d-cc69-59bc-b956-3e758601a00f,0,0,0,3,1,0,0,0,0,0,0,8,0,0,0,1,0,3,0
4428,eb7db2a1-f155-5b34-8145-4a2f6c196dbd,8,10,0,4,10,0,0,0,0,0,0,4,0,1,4,0,0,7,1
4168,341c2573-32e3-56bc-b5da-dce53e62e29b,9,0,3,12,4,2,0,0,0,0,0,15,3,0,0,2,0,24,1
5983,f76efb58-b6c3-539b-a24e-5ad86787e254,6,2,0,4,17,1,0,2,0,0,0,6,0,0,0,0,0,1,1
10970,0fca8452-d828-513d-aa09-3ea8620b2b16,8,1,0,4,1,1,1,2,0,0,0,15,0,0,3,0,0,9,0
10812,86e038a0-db39-5bc4-af9c-22a6bc733057,2,1,0,14,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0
773,ab2d2123-102e-5b01-ad0b-dc1c8856c49a,9,4,4,7,2,2,0,0,0,1,0,9,2,0,0,4,0,0,1
2213,43a2764e-65b0-5d26-bc40-c560328e694a,6,1,0,18,6,0,0,0,0,0,0,6,0,0,0,0,0,5,1
11893,6c6c03be-0c2b-5956-b440-b661c4247b2c,6,1,1,8,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
1804,3cff9df5-97a2-535b-b3ef-0a7d24df8b6e,3,3,0,5,3,1,0,0,0,0,2,2,0,0,0,0,0,3,1
16890,5e187119-ccb2-5706-a629-edb2406f0aa6,11,2,0,3,3,0,0,1,0,0,0,17,2,0,0,1,0,6,0
5095,3b1139e1-bb4d-581f-bce3-bfb3893db41a,10,0,0,3,2,0,0,0,0,0,0,2,0,1,0,0,0,3,1
8530,36f4bf6f-50b1-56d9-879b-b40d6e394ba1,7,1,0,14,5,0,0,0,0,0,0,4,0,0,0,0,0,8,1
14148,7ce30f15-3fa7-5909-91a8-495b622efcb3,7,1,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0
1134,1baa118e-921d-53cc-a7a5-84900c56715a,4,0,1,11,0,0,0,0,0,0,0,4,0,0,1,0,0,4,1
1376,ff36875e-53d7-5caa-925e-5d67ddec836a,13,8,1,6,14,0,0,0,0,0,0,10,2,1,0,0,0,4,1
9484,50399f9a-4d53-5d8f-bc45-13d6a1942e51,2,0,0,9,4,0,1,0,0,2,0,6,0,0,0,0,0,14,1
16395,5802a1a7-f225-53d4-8418-2b2c87dbf652,8,3,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,4,0
13403,656219e4-5c0e-54de-8df9-bf8dce604e2b,0,2,0,11,2,0,2,1,0,1,0,27,0,0,0,0,0,10,0
7431,699e8429-65ea-5e49-bf85-ffde7930ec08,10,13,0,9,7,0,1,0,0,0,0,17,0,1,0,0,0,25,1
12094,52a51a21-67e4-5612-a15d-1febd9bcb891,15,4,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,8,0
10114,c491334d-5f6e-5b7c-b0d8-3c7d10870d7c,2,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18361,036904e6-0162-576a-9a11-8aa07f1cf0e9,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
19757,4c78083d-f384-5c0a-ab27-3d20fcef27b2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1224,8aaf5e1f-9c51-5eba-a1e7-6e398360ff57,12,7,0,7,1,0,0,1,0,0,0,11,1,0,0,0,0,1,1
17394,13127f4a-447a-5afd-a56b-3ec2f60c6e11,8,0,0,3,6,4,0,0,0,0,0,5,0,0,0,0,0,7,0
10266,32489de3-dac7-51bd-bb9c-d6848e2a5a94,18,9,6,14,13,8,3,0,0,0,0,21,6,0,0,5,0,21,0
12060,d40bb1be-e6e7-520a-a9e9-6bc483dfb383,1,0,0,6,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0
3900,f533b2e5-5dab-5c4d-a13e-c909cd4f987e,5,0,0,16,2,1,5,1,0,0,0,10,0,5,1,0,0,7,1
15792,a7d695ca-66d2-5617-9594-6dc0dbed6875,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
865,21a3a79b-d726-5f8d-82d6-d4e09b4e1d48,41,2,15,16,27,0,3,2,0,0,0,61,7,0,0,28,0,112,1
16504,4b32476a-cce3-5669-8dd2-a37759ee32f5,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2659,a2f28a74-f3cd-5d84-b847-9b935bae1a51,3,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,4,1
6398,92f8fcee-5bca-53ac-8b44-8648a7a04e74,0,1,0,9,0,0,1,0,0,0,0,8,0,0,0,0,0,8,1
5343,4363aee5-7408-5920-a69d-32761264aedd,1,0,0,10,5,0,0,0,0,0,0,7,0,0,0,1,0,3,1
5434,cc51cfff-84dc-5105-9c43-9b97d9088650,11,2,0,5,2,0,0,0,0,0,0,6,0,0,0,0,0,2,1
1140,fb8d02f5-d82e-5ce4-b150-104bcde5f934,7,2,0,13,4,0,2,0,0,0,0,10,0,0,1,0,0,11,1
